u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,junction,tunnel
249417226,249417211,0,285555035,True,,,Calle 9,residential,40,75.06,"LINESTRING (-57.9584907 -34.9117241, -57.9591034 -34.9112733)",,
249417234,249417654,0,285554568,True,2,,Avenida 44,secondary,60,140.672,"LINESTRING (-57.9572973 -34.9126217, -57.956264 -34.9116823)",,
249417234,1868768398,0,285555036,True,,,Calle 9,residential,40,13.572,"LINESTRING (-57.9572973 -34.9126217, -57.9574012 -34.9125343)",,
249417288,249417234,0,285555011,True,2,,Calle 9,residential,40,137.907,"LINESTRING (-57.9561759 -34.9134539, -57.9572973 -34.9126217)",,
249417288,2760842512,0,285554919,True,,,Calle 45,residential,40,130.787,"LINESTRING (-57.9561759 -34.9134539, -57.9553068 -34.9126639, -57.9552144 -34.9125811)",,
249417305,249417664,0,285554931,True,,,Calle 47,residential,40,138.77,"LINESTRING (-57.9541766 -34.9149376, -57.9531609 -34.9140082)",,
249417305,4771931492,0,285554998,True,,,Calle 9,residential,40,98.32499999999999,"LINESTRING (-57.9541766 -34.9149376, -57.954862 -34.914429, -57.9549762 -34.9143443)",,
249417312,249417026,0,285554938,True,,,Calle 48,residential,40,137.541,"LINESTRING (-57.9532914 -34.9155946, -57.9542989 -34.9165152)",,
249417312,249417305,0,285554998,True,,,Calle 9,residential,40,108.865,"LINESTRING (-57.9532914 -34.9155946, -57.9541766 -34.9149376)",,
249417320,249417672,0,283708334,True,,,Calle 49,residential,40,137.727,"LINESTRING (-57.9524713 -34.9162031, -57.9514609 -34.9152824)",,
249417320,249417312,0,285554998,True,,,Calle 9,residential,40,100.845,"LINESTRING (-57.9524713 -34.9162031, -57.9532914 -34.9155946)",,
249417330,249417040,0,271454250,True,,,Calle 50,residential,40,137.685,"LINESTRING (-57.9517689 -34.9167244, -57.9527766 -34.9176466)",,
249417330,249417320,0,285554998,True,,,Calle 9,residential,40,86.381,"LINESTRING (-57.9517689 -34.9167244, -57.952259 -34.9163607, -57.9524713 -34.9162031)",,
249417335,249417046,0,285555006,True,2,,Avenida 51,tertiary,60,137.75,"LINESTRING (-57.9510606 -34.91725, -57.9520687 -34.9181727)",,
249417335,249417330,0,285554998,True,,,Calle 9,residential,40,87.10099999999998,"LINESTRING (-57.9510606 -34.91725, -57.9513622 -34.9170262, -57.9513879 -34.9170071, -57.9517169 -34.916763, -57.9517689 -34.9167244)",,
249417339,249417681,0,23144156,True,1,,Avenida 53,secondary,30,137.475,"LINESTRING (-57.9498497 -34.9181486, -57.9488464 -34.9172257)",,
249417339,1868768422,0,285555039,True,,,Calle 9,residential,40,6.939,"LINESTRING (-57.9498497 -34.9181486, -57.9499061 -34.9181067)",,
249417341,249417339,0,285555039,True,,,Calle 9,residential,40,81.982,"LINESTRING (-57.949183 -34.9186433, -57.9498497 -34.9181486)",,
249417341,249417685,0,283708341,True,3,,Calle 54,residential,40,137.071,"LINESTRING (-57.949183 -34.9186433, -57.9484762 -34.9179974, -57.9482641 -34.9178035, -57.948179 -34.9177258)",,
249417346,249417080,0,278250791,True,,,Calle 55,residential,40,137.842,"LINESTRING (-57.948479 -34.9191657, -57.9494912 -34.9200865)",,
249417346,249417341,0,285555039,True,,,Calle 9,residential,40,86.57,"LINESTRING (-57.948479 -34.9191657, -57.949183 -34.9186433)",,
249417348,249417346,0,285555039,True,,,Calle 9,residential,40,101.944,"LINESTRING (-57.94765 -34.9197809, -57.948479 -34.9191657)",,
249417348,249417697,0,308311787,True,,,Calle 56,residential,40,136.778,"LINESTRING (-57.94765 -34.9197809, -57.9466444 -34.9188681)",,
249417349,2601160421,0,285554976,True,,,Calle 57,residential,40,98.411,"LINESTRING (-57.9467778 -34.9204281, -57.9475077 -34.9210801)",,
249417349,249417348,0,285555039,True,,,Calle 9,residential,40,107.251,"LINESTRING (-57.9467778 -34.9204281, -57.94765 -34.9197809)",,
249417352,249417095,0,283708344,True,,,Calle 59,residential,40,137.862,"LINESTRING (-57.9447968 -34.9219072, -57.9457983 -34.9228361)",,
249417352,2761285501,0,283708363,True,,,Calle 9,residential,40,128.055,"LINESTRING (-57.9447968 -34.9219072, -57.9458561 -34.921151)",,
249417356,2760842136,0,452296395,True,,,Calle 9,residential,40,12.325,"LINESTRING (-57.9435897 -34.9228047, -57.9436899 -34.9227303)",,
249417356,249417724,0,381226316,True,2,,Avenida 60,secondary,60,136.914,"LINESTRING (-57.9435897 -34.9228047, -57.9426756 -34.9219742, -57.9426407 -34.9219425, -57.9425836 -34.9218906)",,
249417357,6127585578,0,452289904,True,,,Calle 61,residential,40,85.739,"LINESTRING (-57.9424521 -34.9236505, -57.941822 -34.9230781)",,
249417357,249417356,0,452296395,True,,,Calle 9,residential,40,140.008,"LINESTRING (-57.9424521 -34.9236505, -57.9435897 -34.9228047)",,
249417358,6127585575,0,285554997,True,,,Calle 62,residential,40,81.56,"LINESTRING (-57.9413185 -34.9244933, -57.9419179 -34.9250378)",,
249417358,249416754,0,452296395,True,,,Calle 9,residential,40,68.316,"LINESTRING (-57.9413185 -34.9244933, -57.9418737 -34.9240807)",,
249417360,249417740,0,452289902,True,,,Calle 63,residential,40,136.567,"LINESTRING (-57.9402009 -34.9253245, -57.9391972 -34.9244128)",,
249417360,249417358,0,452296395,True,,,Calle 9,residential,40,137.565,"LINESTRING (-57.9402009 -34.9253245, -57.9413185 -34.9244933)",,
249417364,249417112,0,285555007,True,,,Calle 64,residential,40,138.806,"LINESTRING (-57.9390693 -34.9261659, -57.9400894 -34.9270926)",,
249417364,249417360,0,452296395,True,,,Calle 9,residential,40,139.272,"LINESTRING (-57.9390693 -34.9261659, -57.9402009 -34.9253245)",,
249417366,249417132,0,285555010,True,,,Calle 65,residential,40,138.991,"LINESTRING (-57.9379768 -34.9269782, -57.9389918 -34.9279109)",,
249417366,249417364,0,452296395,True,,,Calle 9,residential,40,134.457,"LINESTRING (-57.9379768 -34.9269782, -57.9390693 -34.9261659)",,
249417367,2760842276,0,452296395,True,,,Calle 9,residential,40,16.433,"LINESTRING (-57.9367643 -34.9278923, -57.9368899 -34.9277863)",,
249417367,249417766,0,23195817,True,1,,Avenida 66,secondary,60,135.89399999999998,"LINESTRING (-57.9367643 -34.9278923, -57.9358032 -34.9270218, -57.9357639 -34.9269863)",,
249417372,249417798,0,23195818,True,,,Calle 67,residential,40,135.886,"LINESTRING (-57.9356433 -34.9287218, -57.9346464 -34.9278133)",,
249417372,249417367,0,283708364,True,,,Calle 9,residential,40,137.665,"LINESTRING (-57.9356433 -34.9287218, -57.9367643 -34.9278923)",,
249417374,249417372,0,283708364,True,,,Calle 9,residential,40,140.889,"LINESTRING (-57.934496 -34.9295707, -57.9356433 -34.9287218)",,
249417374,249417153,0,285555016,True,,,Calle 68,residential,40,138.297,"LINESTRING (-57.934496 -34.9295707, -57.9355124 -34.930494)",,
249417376,249417806,0,278106377,True,,,Calle 69,residential,40,135.887,"LINESTRING (-57.9333746 -34.9304005, -57.9323759 -34.9294933)",,
249417376,249417374,0,283708364,True,,,Calle 9,residential,40,137.713,"LINESTRING (-57.9333746 -34.9304005, -57.934496 -34.9295707)",,
249417378,249417160,0,283708355,True,,,Calle 70,residential,40,138.287,"LINESTRING (-57.9322552 -34.9312288, -57.9332716 -34.932152)",,
249417378,249417376,0,283708364,True,,,Calle 9,residential,40,137.465,"LINESTRING (-57.9322552 -34.9312288, -57.9333746 -34.9304005)",,
249417379,249417819,0,283708357,True,,,Calle 71,residential,40,135.878,"LINESTRING (-57.9311315 -34.9320602, -57.9301336 -34.9311525)",,
249417379,249417378,0,23102931,True,,,Calle 9,residential,40,137.986,"LINESTRING (-57.9311315 -34.9320602, -57.9322008 -34.9312691, -57.9322552 -34.9312288)",,
249417443,249417379,0,23102931,True,,,Calle 9,residential,40,139.108,"LINESTRING (-57.9299987 -34.9328984, -57.9311315 -34.9320602)",,
249417443,249417168,0,283708214,True,3,055-10,Avenida 72,primary,60,138.28,"LINESTRING (-57.9299987 -34.9328984, -57.9309691 -34.9337853, -57.9310116 -34.9338241)",,
249417474,249417486,0,272925104,True,,,Calle 8,residential,40,139.015,"LINESTRING (-57.9688058 -34.9023877, -57.9676739 -34.9032251)",,
249417474,249417176,0,285554857,True,,,Calle 33,residential,40,137.15,"LINESTRING (-57.9688058 -34.9023877, -57.9698116 -34.9033047)",,
249417486,249417498,0,272925104,True,,,Calle 8,residential,40,138.803,"LINESTRING (-57.9676739 -34.9032251, -57.9665438 -34.9040613)",,
249417486,2761285243,0,285554861,True,,,Calle 34,residential,40,136.641,"LINESTRING (-57.9676739 -34.9032251, -57.9666713 -34.9023119)",,
249417498,249417510,0,272925104,True,,,Calle 8,residential,40,137.418,"LINESTRING (-57.9665438 -34.9040613, -57.9654249 -34.9048891)",,
249417498,249417180,0,285554867,True,,,Calle 35,residential,40,137.855,"LINESTRING (-57.9665438 -34.9040613, -57.9675563 -34.9049819)",,
249417510,570788016,0,272925104,True,,,Calle 8,residential,40,138.3,"LINESTRING (-57.9654249 -34.9048891, -57.9642989 -34.9057223)",,
249417510,2761285247,0,285554873,True,,,Calle 36,residential,40,136.766,"LINESTRING (-57.9654249 -34.9048891, -57.9644228 -34.903974)",,
249417537,249417546,0,272925104,True,,,Calle 8,residential,40,138.637,"LINESTRING (-57.9619559 -34.9074556, -57.9608271 -34.9082908)",,
249417537,2761285254,0,285554879,True,,,Calle 39,residential,40,136.288,"LINESTRING (-57.9619559 -34.9074556, -57.9609547 -34.9065456)",,
249417546,249417597,0,272925104,True,,,Calle 8,residential,40,136.878,"LINESTRING (-57.9608271 -34.9082908, -57.9597126 -34.9091154)",,
249417546,249417201,0,285554898,True,,,Calle 40,residential,40,139.673,"LINESTRING (-57.9608271 -34.9082908, -57.9618532 -34.9092234)",,
249417597,249417615,0,272925104,True,,,Calle 8,residential,40,138.613,"LINESTRING (-57.9597126 -34.9091154, -57.9585839 -34.9099504)",,
249417597,249417207,0,285554902,True,,,Calle 41,residential,40,140.023,"LINESTRING (-57.9597126 -34.9091154, -57.9607412 -34.9100504)",,
249417615,249417630,0,272925104,True,,,Calle 8,residential,40,138.422,"LINESTRING (-57.9585839 -34.9099504, -57.9574568 -34.9107843)",,
249417615,2761285259,0,285554909,True,,,Calle 42,residential,30,136.294,"LINESTRING (-57.9585839 -34.9099504, -57.9575827 -34.9090403)",,
249417630,249417636,0,272925104,True,,,Calle 8,residential,40,40.067,"LINESTRING (-57.9574568 -34.9107843, -57.9571297 -34.9110249)",,
249417630,249750041,0,285554913,True,,,Calle 43,residential,40,47.631,"LINESTRING (-57.9574568 -34.9107843, -57.9577975 -34.911109)",,
249417636,249750041,0,23130493,True,,,Diagonal 77,residential,40,61.607,"LINESTRING (-57.9571297 -34.9110249, -57.9577975 -34.911109)",,
249417636,1868768397,0,272925104,True,,,Calle 8,residential,40,94.055,"LINESTRING (-57.9571297 -34.9110249, -57.9563646 -34.9115922)",,
249417654,247814591,0,285554568,True,2,,Avenida 44,secondary,60,55.056,"LINESTRING (-57.956264 -34.9116823, -57.9558595 -34.9113147)",,
249417654,2760842511,0,285555031,True,,,Calle 8,residential,40,128.214,"LINESTRING (-57.956264 -34.9116823, -57.9553239 -34.912387, -57.9552271 -34.9124611)",,
249417660,6127586002,0,285554736,True,2,,Diagonal 74,secondary,60,6.272,"LINESTRING (-57.9551078 -34.9125463, -57.955112 -34.91249)",,
249417660,249417663,0,287907832,True,,,Calle 8,residential,40,125.98499999999999,"LINESTRING (-57.9551078 -34.9125463, -57.9550378 -34.9125998, -57.954125 -34.9132856, -57.9540895 -34.9133121)",,
249417663,4771931493,0,285554920,True,,,Calle 46,residential,40,122.596,"LINESTRING (-57.9540895 -34.9133121, -57.9545858 -34.9137623, -57.954898 -34.9140455, -57.9549911 -34.91413)",,
249417663,249417664,0,287907832,True,,,Calle 8,residential,40,114.719,"LINESTRING (-57.9540895 -34.9133121, -57.9532775 -34.9139208, -57.9531609 -34.9140082)",,
249417664,2761285270,0,285554931,True,,,Calle 47,residential,40,137.796,"LINESTRING (-57.9531609 -34.9140082, -57.9530663 -34.9139237, -57.952358 -34.9132913, -57.9521388 -34.9130954)",,
249417664,249417665,0,287907832,True,,,Calle 8,residential,40,112.798,"LINESTRING (-57.9531609 -34.9140082, -57.9529621 -34.9141572, -57.9525503 -34.9144659, -57.9522478 -34.9146926)",,
249417665,249417312,0,285554938,True,,,Calle 48,residential,40,138.255,"LINESTRING (-57.9522478 -34.9146926, -57.9526011 -34.914998, -57.9532914 -34.9155946)",,
249417665,249417672,0,287907832,True,,,Calle 8,residential,40,97.207,"LINESTRING (-57.9522478 -34.9146926, -57.9520136 -34.9148681, -57.9518768 -34.9149707, -57.9517988 -34.9150291, -57.9514609 -34.9152824)",,
249417672,2761285274,0,283708334,True,,,Calle 49,residential,40,138.68099999999998,"LINESTRING (-57.9514609 -34.9152824, -57.9508265 -34.9147041, -57.9504434 -34.9143554)",,
249417672,249417675,0,287907832,True,,,Calle 8,residential,40,86.092,"LINESTRING (-57.9514609 -34.9152824, -57.950801 -34.915777, -57.9507639 -34.9158047)",,
249417675,249417330,0,271454250,True,,,Calle 50,residential,40,137.315,"LINESTRING (-57.9507639 -34.9158047, -57.9513412 -34.9163331, -57.9517689 -34.9167244)",,
249417675,249417679,0,287907832,True,,,Calle 8,residential,40,87.11599999999999,"LINESTRING (-57.9507639 -34.9158047, -57.9507117 -34.9158439, -57.9501887 -34.9162359, -57.9500587 -34.9163333)",,
249417679,1868768411,0,1083074959,True,,,Calle 8,residential,40,142.43,"LINESTRING (-57.9500587 -34.9163333, -57.9489057 -34.9171975)",,
249417679,249417335,0,287907737,True,2,,Avenida 51,tertiary,60,136.877,"LINESTRING (-57.9500587 -34.9163333, -57.9506228 -34.9168496, -57.9510606 -34.91725)",,
249417681,2761285280,0,23144156,True,1,,Avenida 53,secondary,30,138.719,"LINESTRING (-57.9488464 -34.9172257, -57.9478341 -34.9162944)",,
249417681,249417685,0,1083074959,True,,,Calle 8,residential,40,82.433,"LINESTRING (-57.9488464 -34.9172257, -57.948179 -34.9177258)",,
249417685,249417690,0,271809795,True,,,Calle 8,residential,40,86.881,"LINESTRING (-57.948179 -34.9177258, -57.9474735 -34.918251)",,
249417685,2761285282,0,1083074960,True,3,,Calle 54,residential,40,139.057,"LINESTRING (-57.948179 -34.9177258, -57.947161 -34.9167946)",,
249417690,249417697,0,271809795,True,,,Calle 8,residential,40,102.093,"LINESTRING (-57.9474735 -34.918251, -57.9466444 -34.9188681)",,
249417690,249417346,0,278250791,True,,,Calle 55,residential,40,136.93,"LINESTRING (-57.9474735 -34.918251, -57.948479 -34.9191657)",,
249417697,249417703,0,271809795,True,,,Calle 8,residential,40,106.448,"LINESTRING (-57.9466444 -34.9188681, -57.9457799 -34.9195115)",,
249417697,2761285285,0,308311787,True,,,Calle 56,residential,40,139.192,"LINESTRING (-57.9466444 -34.9188681, -57.9456212 -34.9179391)",,
249417703,249417708,0,271809795,True,,,Calle 8,residential,40,116.599,"LINESTRING (-57.9457799 -34.9195115, -57.944833 -34.9202163)",,
249417703,249417349,0,285554976,True,,,Calle 57,residential,40,136.623,"LINESTRING (-57.9457799 -34.9195115, -57.9467778 -34.9204281)",,
249417708,2714068795,0,271809795,True,,,Calle 8,residential,40,115.702,"LINESTRING (-57.944833 -34.9202163, -57.9438934 -34.9209157)",,
249417708,2761285289,0,285554982,True,,,Calle 58,residential,40,139.371,"LINESTRING (-57.944833 -34.9202163, -57.9438143 -34.9192818)",,
249417714,2714068797,0,285554990,True,,,Calle 59,residential,40,9.243,"LINESTRING (-57.9438024 -34.9209835, -57.9438288 -34.9210071, -57.943871 -34.9210447)",,
249417714,2761285506,0,285555033,True,,,Calle 8,residential,40,8.943,"LINESTRING (-57.9438024 -34.9209835, -57.9437757 -34.9210033, -57.9437297 -34.9210375)",,
249417724,6127585579,0,285555032,True,,,Calle 8,residential,40,97.603,"LINESTRING (-57.9425836 -34.9218906, -57.9425293 -34.9219311, -57.9417912 -34.9224808)",,
249417724,249417987,0,653864558,True,2,,Avenida 60,secondary,60,60.952999999999996,"LINESTRING (-57.9425836 -34.9218906, -57.942523 -34.9218352, -57.9422638 -34.9215864, -57.9421948 -34.9215479, -57.9421017 -34.9215314)",,
249417729,249417735,0,285555032,True,,,Calle 8,residential,40,139.507,"LINESTRING (-57.9414468 -34.9227373, -57.9403143 -34.923581)",,
249417729,2761285296,0,452289904,True,,,Calle 61,residential,40,138.981,"LINESTRING (-57.9414468 -34.9227373, -57.9404794 -34.9218584, -57.9404255 -34.9218094)",,
249417735,249417358,0,285554997,True,,,Calle 62,residential,40,136.648,"LINESTRING (-57.9403143 -34.923581, -57.9413185 -34.9244933)",,
249417735,249417740,0,285555032,True,,,Calle 8,residential,40,137.577,"LINESTRING (-57.9403143 -34.923581, -57.9391972 -34.9244128)",,
249417740,249417747,0,285555032,True,,,Calle 8,residential,40,139.266,"LINESTRING (-57.9391972 -34.9244128, -57.9380667 -34.9252551)",,
249417740,2761285299,0,452289902,True,,,Calle 63,residential,40,138.923,"LINESTRING (-57.9391972 -34.9244128, -57.9381763 -34.9234853)",,
249417747,249417364,0,285555007,True,,,Calle 64,residential,40,136.425,"LINESTRING (-57.9380667 -34.9252551, -57.9390693 -34.9261659)",,
249417747,249417754,0,285555032,True,,,Calle 8,residential,40,133.644,"LINESTRING (-57.9380667 -34.9252551, -57.9369816 -34.9260632)",,
249417754,249417366,0,285555010,True,,,Calle 65,residential,40,136.322,"LINESTRING (-57.9369816 -34.9260632, -57.9379768 -34.9269782)",,
249417754,2760842273,0,285555028,True,,,Calle 8,residential,40,134.519,"LINESTRING (-57.9369816 -34.9260632, -57.9358894 -34.9268766)",,
249417766,250851406,0,23195817,True,1,,Avenida 66,secondary,60,81.591,"LINESTRING (-57.9357639 -34.9269863, -57.9351633 -34.9264423)",,
249417766,249417798,0,452296396,True,,,Calle 8,residential,40,137.243,"LINESTRING (-57.9357639 -34.9269863, -57.9346464 -34.9278133)",,
249417798,2761285307,0,23195818,True,,,Calle 67,residential,40,140.965,"LINESTRING (-57.9346464 -34.9278133, -57.9336123 -34.9268708)",,
249417798,249417803,0,452296396,True,,,Calle 8,residential,40,141.109,"LINESTRING (-57.9346464 -34.9278133, -57.9334973 -34.9286635)",,
249417803,249417374,0,285555016,True,,,Calle 68,residential,40,135.887,"LINESTRING (-57.9334973 -34.9286635, -57.934496 -34.9295707)",,
249417803,249417806,0,452296396,True,,,Calle 8,residential,40,137.714,"LINESTRING (-57.9334973 -34.9286635, -57.9323759 -34.9294933)",,
249417806,2761285310,0,278106377,True,,,Calle 69,residential,40,140.443,"LINESTRING (-57.9323759 -34.9294933, -57.9313437 -34.9285557)",,
249417806,249417809,0,452296396,True,,,Calle 8,residential,40,137.466,"LINESTRING (-57.9323759 -34.9294933, -57.9312565 -34.9303216)",,
249417809,249417819,0,452296396,True,,,Calle 8,residential,40,137.896,"LINESTRING (-57.9312565 -34.9303216, -57.9301336 -34.9311525)",,
249417809,249417378,0,285555021,True,,,Calle 70,residential,40,135.886,"LINESTRING (-57.9312565 -34.9303216, -57.9322009 -34.9311794, -57.9322552 -34.9312288)",,
249417819,249417820,0,452296396,True,,,Calle 8,residential,40,138.777,"LINESTRING (-57.9301336 -34.9311525, -57.9290035 -34.9319887)",,
249417819,2761285313,0,283708357,True,,,Calle 71,residential,40,139.95,"LINESTRING (-57.9301336 -34.9311525, -57.929227 -34.9303278, -57.9291058 -34.9302176)",,
249417820,249417443,0,283708212,True,3,055-10,Avenida 72,primary,60,135.879,"LINESTRING (-57.9290035 -34.9319887, -57.9298841 -34.9327936, -57.9299736 -34.9328754, -57.9299987 -34.9328984)",,
249417831,249718525,0,285554621,True,3,,Avenida 7,secondary,60,57.664,"LINESTRING (-57.9540629 -34.911525, -57.9545312 -34.9111765)",,
249417831,249752859,0,285554918,True,,,Calle 45,residential,40,139.38,"LINESTRING (-57.9540629 -34.911525, -57.9531597 -34.9106871, -57.9530475 -34.9105881)",,
249417849,2761285268,0,285554920,True,,,Calle 46,residential,40,11.507,"LINESTRING (-57.9529888 -34.9123245, -57.9530798 -34.9123962)",,
249417849,249417831,0,285554621,True,3,,Avenida 7,secondary,60,132.27100000000002,"LINESTRING (-57.9529888 -34.9123245, -57.9534954 -34.9119474, -57.9536363 -34.9118426, -57.9540629 -34.911525)",,
249417851,249417849,0,283708207,True,3,,Avenida 7,secondary,60,114.056,"LINESTRING (-57.9520626 -34.9130139, -57.9529888 -34.9123245)",,
249417851,249767750,0,283708329,True,,,Calle 47,residential,40,137.42,"LINESTRING (-57.9520626 -34.9130139, -57.9517833 -34.9127589, -57.9516571 -34.9126437, -57.9510555 -34.9120945)",,
249417857,2761285271,0,285554933,True,2,,Calle 48,residential,40,11.3,"LINESTRING (-57.9511569 -34.913688, -57.9512393 -34.9137639)",,
249417857,249417851,0,285554606,True,3,,Avenida 7,secondary,60,111.52799999999999,"LINESTRING (-57.9511569 -34.913688, -57.9515607 -34.9133874, -57.9520626 -34.9130139)",,
249417862,249417857,0,271454280,True,3,,Avenida 7,secondary,60,98.001,"LINESTRING (-57.950361 -34.9142803, -57.9511569 -34.913688)",,
249417862,249767752,0,271454279,True,,,Calle 49,residential,40,136.972,"LINESTRING (-57.950361 -34.9142803, -57.9500003 -34.9139316, -57.9493896 -34.9133407)",,
249417867,2761285275,0,270886944,True,,,Calle 50,residential,40,11.143,"LINESTRING (-57.9496645 -34.9147988, -57.9497461 -34.9148734)",,
249417867,249417862,0,271809809,True,3,,Avenida 7,secondary,60,85.774,"LINESTRING (-57.9496645 -34.9147988, -57.9501891 -34.9144083, -57.950361 -34.9142803)",,
249417890,1868768407,0,176194981,True,2,,Avenida 7,secondary,60,82.97,"LINESTRING (-57.9470802 -34.9167221, -57.947754 -34.9162206)",,
249417890,651223945,0,270886947,True,2,,Calle 54,secondary,40,92.929,"LINESTRING (-57.9470802 -34.9167221, -57.9464293 -34.916079)",,
249417891,249417890,0,285554605,True,2,,Avenida 7,secondary,60,87.185,"LINESTRING (-57.9463722 -34.9172491, -57.9470802 -34.9167221)",,
249417891,2761285283,0,285554967,True,,,Calle 55,residential,40,10.853,"LINESTRING (-57.9463722 -34.9172491, -57.9464519 -34.9173216)",,
249417895,249767757,0,285554971,True,,,Calle 56,residential,40,138.493,"LINESTRING (-57.9455421 -34.9178672, -57.944524 -34.9169429)",,
249417895,249417891,0,285554630,True,2,,Avenida 7,secondary,60,102.236,"LINESTRING (-57.9455421 -34.9178672, -57.9462438 -34.9173447, -57.9463722 -34.9172491)",,
249417896,2761285288,0,285554976,True,,,Calle 57,residential,40,10.701,"LINESTRING (-57.9446751 -34.9185121, -57.9447559 -34.9185819)",,
249417896,249417895,0,285554630,True,2,,Avenida 7,secondary,60,106.73,"LINESTRING (-57.9446751 -34.9185121, -57.9453808 -34.917987, -57.9455421 -34.9178672)",,
249417899,249417896,0,278585083,True,2,,Avenida 7,secondary,60,113.353,"LINESTRING (-57.9437566 -34.9191991, -57.9446751 -34.9185121)",,
249417899,249767774,0,278585127,True,,,Calle 58,residential,40,139.042,"LINESTRING (-57.9437566 -34.9191991, -57.9427349 -34.9182708)",,
249417905,2761285291,0,285554989,True,,,Calle 59,residential,40,10.184,"LINESTRING (-57.9427037 -34.9199839, -57.9427882 -34.9200438)",,
249417905,249417899,0,285554613,True,2,,Avenida 7,secondary,60,129.741,"LINESTRING (-57.9427037 -34.9199839, -57.9435436 -34.9193514, -57.9437566 -34.9191991)",,
249417986,3370279978,0,51065247,True,1,,Avenida 60,secondary,60,17.028,"LINESTRING (-57.9408627 -34.9203695, -57.9407771 -34.9202334)",,
249417986,2618213880,0,481920517,True,2,,Plaza Dardo Rocha,secondary,40,20.651000000000003,"LINESTRING (-57.9408627 -34.9203695, -57.9409366 -34.9203009, -57.9410318 -34.9202482)",circular,
249417987,244467798,0,271759768,True,2,,Plaza Dardo Rocha,secondary,40,35.8,"LINESTRING (-57.9421017 -34.9215314, -57.9419954 -34.9215872, -57.941827 -34.9216401, -57.9417415 -34.9216484)",circular,
249418057,4771931492,0,285554743,True,2,,Diagonal 74,secondary,60,137.348,"LINESTRING (-57.9548928 -34.9155776, -57.9548989 -34.9154889, -57.954966 -34.9145151, -57.9549762 -34.9143443)",,
249418057,249417305,0,285554931,True,,,Calle 47,residential,40,96.622,"LINESTRING (-57.9548928 -34.9155776, -57.9548269 -34.9155082, -57.9541766 -34.9149376)",,
249418061,6127586001,0,285554936,True,,,Calle 48,residential,40,21.011,"LINESTRING (-57.954798 -34.9169539, -57.954951 -34.9170952)",,
249418061,249417004,0,285554743,True,2,,Diagonal 74,secondary,60,94.588,"LINESTRING (-57.954798 -34.9169539, -57.9548054 -34.9168467, -57.9548482 -34.9162248, -57.9548565 -34.9161046)",,
249718456,2714068815,0,285554908,True,,,Calle 42,residential,30,127.133,"LINESTRING (-57.9564841 -34.9080326, -57.9555514 -34.9071828)",,
249718456,249718457,0,285554991,True,2,,Calle 6,residential,40,137.937,"LINESTRING (-57.9564841 -34.9080326, -57.9576073 -34.9072017)",,
249718457,247814542,0,270655805,True,,,Calle 41,residential,40,138.813,"LINESTRING (-57.9576073 -34.9072017, -57.958627 -34.9081286)",,
249718457,249718458,0,285554991,True,2,,Calle 6,residential,40,136.887,"LINESTRING (-57.9576073 -34.9072017, -57.9587219 -34.9063771)",,
249718458,247814540,0,283164244,True,,,Calle 40,residential,40,138.813,"LINESTRING (-57.9587219 -34.9063771, -57.9597416 -34.907304)",,
249718458,249718459,0,285554991,True,2,,Calle 6,residential,40,138.638,"LINESTRING (-57.9587219 -34.9063771, -57.9598507 -34.9055419)",,
249718459,249718474,0,285554883,True,,,Calle 39,residential,40,135.828,"LINESTRING (-57.9598507 -34.9055419, -57.958853 -34.9046349)",,
249718459,2760842098,0,285554991,True,2,,Calle 6,residential,40,141.117,"LINESTRING (-57.9598507 -34.9055419, -57.9609997 -34.9046918)",,
249718461,760778227,0,278134799,True,1,,Avenida 38,secondary,60,75.433,"LINESTRING (-57.9611149 -34.9046066, -57.961669 -34.9051103)",,
249718461,249718462,0,285554991,True,2,,Calle 6,residential,40,132.597,"LINESTRING (-57.9611149 -34.9046066, -57.9621945 -34.9038078)",,
249718462,249718463,0,285554991,True,2,,Calle 6,residential,40,138.831,"LINESTRING (-57.9621945 -34.9038078, -57.9633249 -34.9029715)",,
249718462,247814533,0,463546452,True,,,Calle 37,residential,40,138.824,"LINESTRING (-57.9621945 -34.9038078, -57.9632138 -34.9047351)",,
249718463,249718470,0,285554872,True,,,Calle 36,residential,40,137.916,"LINESTRING (-57.9633249 -34.9029715, -57.9623144 -34.9020487)",,
249718463,249718464,0,285554991,True,2,,Calle 6,residential,40,136.813,"LINESTRING (-57.9633249 -34.9029715, -57.9644388 -34.9021473)",,
249718464,247814529,0,23128280,True,,,Calle 35,residential,40,138.57,"LINESTRING (-57.9644388 -34.9021473, -57.9654565 -34.9030727)",,
249718464,249718465,0,285554991,True,2,,Calle 6,residential,40,139.059,"LINESTRING (-57.9644388 -34.9021473, -57.9651485 -34.9016221, -57.965571 -34.9013096)",,
249718465,249718466,0,285554991,True,2,,Calle 6,residential,40,139.152,"LINESTRING (-57.965571 -34.9013096, -57.9667039 -34.9004713)",,
249718465,249718468,0,285554860,True,,,Calle 34,residential,40,139.246,"LINESTRING (-57.965571 -34.9013096, -57.9650309 -34.9008176, -57.9645493 -34.900379)",,
249718466,1839947560,0,285554991,True,2,,Calle 6,residential,40,140.868,"LINESTRING (-57.9667039 -34.9004713, -57.9678508 -34.8996227)",,
249718466,247814503,0,759399404,True,,,Calle 33,residential,40,138.813,"LINESTRING (-57.9667039 -34.9004713, -57.9677219 -34.9013994)",,
