u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,junction,tunnel
199803279,199803280,0,20632902,True,3,055-10,Boulevard 84,primary,60,149.516,"LINESTRING (-57.9204624 -34.91677, -57.919823 -34.9180082)",,
199803279,250914089,0,23199639,True,,,Calle 68,residential,40,97.605,"LINESTRING (-57.9204624 -34.91677, -57.9211829 -34.9174192)",,
199803280,199803281,0,20632902,True,3,055-10,Boulevard 84,primary,60,67.119,"LINESTRING (-57.919823 -34.9180082, -57.9196092 -34.9185858)",,
199803281,3182116839,0,20632902,True,3,055-10,Boulevard 84,primary,60,15.125,"LINESTRING (-57.9196092 -34.9185858, -57.9195756 -34.918719)",,
199803281,250914086,0,23200946,True,,,Calle 119,residential,40,57.23,"LINESTRING (-57.9196092 -34.9185858, -57.9200751 -34.9182409)",,
199803284,250914010,0,285554668,True,3,055-10,Boulevard 84,primary,60,38.035,"LINESTRING (-57.919381 -34.9205739, -57.9194048 -34.9209154)",,
199803284,250914013,0,23200948,True,,,,primary_link,40,79.245,"LINESTRING (-57.919381 -34.9205739, -57.9192905 -34.9206811, -57.9191654 -34.9207491, -57.9191138 -34.9207711, -57.9189332 -34.9207771, -57.9187969 -34.9207327, -57.9186843 -34.9206234)",,
199803285,250914103,0,23199635,True,,,Calle 117,residential,40,34.73,"LINESTRING (-57.9195704 -34.9219344, -57.9198526 -34.9217246)",,
199803285,199803286,0,283708222,True,3,055-10,Boulevard 84,primary,60,154.53,"LINESTRING (-57.9195704 -34.9219344, -57.9199922 -34.9231011, -57.920001 -34.9231229, -57.9200757 -34.9232597)",,
199803286,250914226,0,283708222,True,3,055-10,Boulevard 84,primary,60,143.929,"LINESTRING (-57.9200757 -34.9232597, -57.9204266 -34.9238054, -57.9208094 -34.9244058)",,
199804824,250913974,0,23200909,False,,,Calle 116,residential,40,44.785,"LINESTRING (-57.9191788 -34.9239132, -57.9195394 -34.9236397)",,
199804824,199804825,0,552150062,True,,,Avenida 72,tertiary,60,138.892,"LINESTRING (-57.9191788 -34.9239132, -57.9190943 -34.9238373, -57.9183393 -34.9231501, -57.9181627 -34.9229826)",,
199804825,250933083,0,23200910,True,,,Calle 117,residential,40,68.835,"LINESTRING (-57.9181627 -34.9229826, -57.9187357 -34.9225795)",,
199804825,199804826,0,552150062,True,,,Avenida 72,tertiary,60,135.657,"LINESTRING (-57.9181627 -34.9229826, -57.9172741 -34.9221168, -57.9172043 -34.9220494)",,
199804826,199804827,0,552150062,True,,,Avenida 72,tertiary,60,140.99,"LINESTRING (-57.9172043 -34.9220494, -57.9164027 -34.9209651)",,
199804827,250933081,0,552150060,True,,,Calle 119,residential,40,34.733,"LINESTRING (-57.9164027 -34.9209651, -57.9166868 -34.920757)",,
199804827,199804829,0,552150062,True,,,Avenida 72,tertiary,60,92.94200000000001,"LINESTRING (-57.9164027 -34.9209651, -57.916272 -34.9208014, -57.916223 -34.9207612, -57.9155442 -34.9205865)",,
199804829,3727360472,0,552150062,True,,,Avenida 72,tertiary,60,38.713,"LINESTRING (-57.9155442 -34.9205865, -57.9153338 -34.9204121, -57.9152485 -34.9203367)",,
199807867,253617581,0,23426492,False,2,,Avenida 25,tertiary,60,142.509,"LINESTRING (-57.9464231 -34.9478729, -57.9475838 -34.9470142)",,
199807867,251033581,0,283288173,True,2,055-10,Avenida 72,primary,60,75.816,"LINESTRING (-57.9464231 -34.9478729, -57.9465417 -34.9479784, -57.9469868 -34.9483743)",,
199807869,253617578,0,23409347,True,,,Calle 24,residential,40,143.851,"LINESTRING (-57.9453405 -34.9469077, -57.9465121 -34.9460409)",,
199807869,251033949,0,283288170,True,3,055-10,Avenida 72,primary,60,36.96,"LINESTRING (-57.9453405 -34.9469077, -57.9454234 -34.9469836, -57.945614 -34.9471531)",,
199807871,2654551549,0,23376135,True,,,Calle 23,residential,40,38.544,"LINESTRING (-57.9443412 -34.9459748, -57.944649 -34.9457371)",,
199807871,199807869,0,283288170,True,3,055-10,Avenida 72,primary,60,138.045,"LINESTRING (-57.9443412 -34.9459748, -57.9453405 -34.9469077)",,
199807873,253719375,0,283288171,True,3,055-10,Avenida 72,primary,60,330.62000000000006,"LINESTRING (-57.9410925 -34.9430375, -57.9419991 -34.943866, -57.9430656 -34.9448406, -57.9433512 -34.9451017, -57.9434563 -34.9451977, -57.9435145 -34.9452509)",,
199807874,199807873,0,283889429,True,3,055-10,Avenida 72,primary,60,42.703,"LINESTRING (-57.9407797 -34.9427516, -57.9410925 -34.9430375)",,
199807874,251033604,0,23208079,True,,,,primary_link,40,77.03,"LINESTRING (-57.9407797 -34.9427516, -57.9407802 -34.9429318, -57.9407344 -34.9430346, -57.9407049 -34.9430642, -57.9405894 -34.9431212, -57.9404482 -34.9431445, -57.9402853 -34.9431171)",,
199807876,2719409514,0,283817574,True,3,055-10,Avenida 72,primary,60,65.228,"LINESTRING (-57.9397301 -34.9417923, -57.9401183 -34.9421472, -57.9402079 -34.942229)",,
199807880,199807876,0,283817574,True,3,055-10,Avenida 72,primary,60,40.591,"LINESTRING (-57.9394327 -34.9415206, -57.9397301 -34.9417923)",,
199807880,251033596,0,23208077,True,,,,primary_link,40,68.687,"LINESTRING (-57.9394327 -34.9415206, -57.939423 -34.9416234, -57.939378 -34.9416904, -57.9392788 -34.9417715, -57.939131 -34.9418686, -57.9390359 -34.9418914, -57.9389304 -34.9418842)",,
199807881,199807880,0,283817574,True,3,055-10,Avenida 72,primary,60,506.043,"LINESTRING (-57.9357258 -34.9381328, -57.9361251 -34.9384977, -57.9362161 -34.9385809, -57.9372364 -34.9395133, -57.9376611 -34.9399014, -57.9378719 -34.9400941, -57.9381205 -34.9403214, -57.9382388 -34.9404295, -57.9391981 -34.9413062, -57.9394327 -34.9415206)",,
199807882,199807881,0,283817574,True,3,055-10,Avenida 72,primary,60,40.793,"LINESTRING (-57.935427 -34.9378597, -57.9357258 -34.9381328)",,
199807882,251033585,0,23208075,True,,,,primary_link,40,77.536,"LINESTRING (-57.935427 -34.9378597, -57.9354266 -34.9379609, -57.9354239 -34.9380477, -57.9353953 -34.938132, -57.9353434 -34.9381851, -57.9352011 -34.9382446, -57.9350555 -34.9382543, -57.9349304 -34.9382445)",,
199807884,3438060462,0,337714343,False,4,,Avenida 13,secondary,60,140.43,"LINESTRING (-57.9340962 -34.9366433, -57.9341818 -34.9365801, -57.9342414 -34.9365359, -57.9348291 -34.9361011, -57.9352399 -34.9357972)",,
199807884,2761285390,0,337714344,True,2,,Avenida 13,secondary,,64.026,"LINESTRING (-57.9340962 -34.9366433, -57.9340547 -34.9367381, -57.9338979 -34.9368611, -57.9336288 -34.9370602)",,
199807884,199807882,0,337714345,True,3,055-10,Avenida 72,primary,60,181.688,"LINESTRING (-57.9340962 -34.9366433, -57.9342032 -34.9367411, -57.9343642 -34.9368883, -57.9350708 -34.9375341, -57.9351995 -34.9376517, -57.935427 -34.9378597)",,
199807885,250914166,0,283708214,True,3,055-10,Avenida 72,primary,60,40.891,"LINESTRING (-57.9332714 -34.9358896, -57.933571 -34.9361633)",,
199807885,250933065,0,23200959,True,,,,primary_link,40,71.304,"LINESTRING (-57.9332714 -34.9358896, -57.9332797 -34.9359628, -57.9332427 -34.936024, -57.9331266 -34.9361079, -57.9330912 -34.9361281, -57.9329008 -34.9362595, -57.932836 -34.936266, -57.9327404 -34.9362518)",,
199812067,199812069,0,285554534,True,3,055-10,Avenida 31,primary,60,140.547,"LINESTRING (-57.9860711 -34.929377, -57.9850551 -34.9301398, -57.9849342 -34.9302307)",,
199812069,199812072,0,285554534,True,3,055-10,Avenida 31,primary,60,137.302,"LINESTRING (-57.9849342 -34.9302307, -57.9848765 -34.9302755, -57.983869 -34.9310198, -57.9838167 -34.9310585)",,
199812072,199812073,0,285554534,True,3,055-10,Avenida 31,primary,60,143.956,"LINESTRING (-57.9838167 -34.9310585, -57.9827449 -34.9318446, -57.9827259 -34.9318556, -57.9826396 -34.9319213)",,
199812073,199812076,0,285554534,True,3,055-10,Avenida 31,primary,60,133.85,"LINESTRING (-57.9826396 -34.9319213, -57.9815517 -34.9327297)",,
199812076,2009738003,0,552158354,True,3,055-10,Avenida 31,primary,60,138.395,"LINESTRING (-57.9815517 -34.9327297, -57.9813668 -34.9328769, -57.9805021 -34.9335332, -57.9804419 -34.9335789)",,
199812077,199812078,0,285554537,True,3,055-10,Avenida 31,primary,60,135.151,"LINESTRING (-57.9803459 -34.9336521, -57.9794064 -34.9343468, -57.9792449 -34.9344661)",,
199812077,253100198,0,285554575,True,2,RP215,Avenida 44,primary,60,67.675,"LINESTRING (-57.9803459 -34.9336521, -57.9801766 -34.9334955, -57.9798698 -34.9331853)",,
199812078,253123968,0,460636747,True,,,Calle 45,residential,40,67.519,"LINESTRING (-57.9792449 -34.9344661, -57.9790666 -34.934324, -57.9787462 -34.9340179)",,
199812078,199812080,0,460636748,True,3,055-10,Avenida 31,primary,60,139.372,"LINESTRING (-57.9792449 -34.9344661, -57.9782324 -34.9352148, -57.9781937 -34.9352427, -57.9781096 -34.9353056)",,
199812080,199812082,0,460636748,True,3,055-10,Avenida 31,primary,60,141.171,"LINESTRING (-57.9781096 -34.9353056, -57.9770963 -34.9360572, -57.9769596 -34.9361559)",,
199812082,199812083,0,272586218,True,3,055-10,Avenida 31,primary,60,136.954,"LINESTRING (-57.9769596 -34.9361559, -57.975984 -34.936874, -57.975918 -34.9369214, -57.9758401 -34.9369773)",,
199812083,199812085,0,283708182,True,3,055-10,Avenida 31,primary,60,136.457,"LINESTRING (-57.9758401 -34.9369773, -57.9758043 -34.9370054, -57.9747359 -34.9378059)",,
199812085,199812087,0,283708182,True,3,055-10,Avenida 31,primary,60,140.816,"LINESTRING (-57.9747359 -34.9378059, -57.9746777 -34.9378502, -57.973826 -34.9384732, -57.9735891 -34.9386543)",,
199812087,3992827825,0,241968173,True,,,Avenida 52,secondary,,64.095,"LINESTRING (-57.9735891 -34.9386543, -57.973443 -34.9385976, -57.9731184 -34.9383359, -57.9730577 -34.9382857)",,
199812087,253124017,0,530716610,True,3,055-10,Avenida 31,primary,60,158.76,"LINESTRING (-57.9735891 -34.9386543, -57.9729802 -34.9391023, -57.9726071 -34.9393812, -57.9724481 -34.9394692, -57.9722484 -34.9395572)",,
199812092,199812101,0,287312506,True,3,055-10,Avenida 31,primary,60,231.453,"LINESTRING (-57.9717783 -34.9397138, -57.9714823 -34.9398133, -57.9711455 -34.9399322, -57.9710145 -34.9399959, -57.9702502 -34.9405138, -57.9699107 -34.9407651, -57.9697359 -34.940913)",,
199812101,651297032,0,287312506,True,3,055-10,Avenida 31,primary,60,147.597,"LINESTRING (-57.9697359 -34.940913, -57.9694214 -34.9411376, -57.9685139 -34.9417839)",,
199812104,253123995,0,283708347,True,,,Calle 61,residential,40,68.785,"LINESTRING (-57.9655827 -34.9446723, -57.9654967 -34.9445941, -57.9650799 -34.944211)",,
199812104,199812105,0,308311803,True,2,055-10,Avenida 31,primary,60,140.743,"LINESTRING (-57.9655827 -34.9446723, -57.9645119 -34.9454783, -57.9644434 -34.9455266)",,
199812105,199812106,0,278863439,True,2,055-10,Avenida 31,primary,60,137.428,"LINESTRING (-57.9644434 -34.9455266, -57.9644094 -34.9455537, -57.963708 -34.9460673, -57.9633221 -34.9463528)",,
199812106,199812107,0,278863439,True,2,055-10,Avenida 31,primary,60,138.04999999999998,"LINESTRING (-57.9633221 -34.9463528, -57.9632985 -34.9463704, -57.9622211 -34.9471759, -57.962203 -34.9471894)",,
199812107,199812109,0,278863439,True,2,055-10,Avenida 31,primary,60,140.43400000000003,"LINESTRING (-57.962203 -34.9471894, -57.9621524 -34.9472269, -57.9610603 -34.9480366)",,
199812109,2760842420,0,283708180,True,2,055-10,Avenida 31,primary,60,142.01,"LINESTRING (-57.9610603 -34.9480366, -57.9600484 -34.9488104, -57.959921 -34.9489078)",,
201610198,253099510,0,23376101,True,,,,primary_link,40,80.60700000000001,"LINESTRING (-57.9903471 -34.923943, -57.9902141 -34.924037, -57.9901282 -34.9240646, -57.9900423 -34.9240671, -57.989952 -34.924054, -57.989874 -34.9240258, -57.989826 -34.9240007, -57.9897507 -34.9239232, -57.9897027 -34.9237847)",,
201610198,2481699874,0,287312670,True,3,055-10,Boulevard 82,primary,60,153.30299999999997,"LINESTRING (-57.9903471 -34.923943, -57.9901669 -34.9246036, -57.9899572 -34.9252078, -57.9899315 -34.9252783)",,
201610202,2481699872,0,23426598,False,2,,Avenida 31,tertiary,60,56.345,"LINESTRING (-57.9897024 -34.9258527, -57.9901529 -34.9255058)",,
201610202,201610203,0,287312670,True,3,055-10,Boulevard 82,primary,60,96.991,"LINESTRING (-57.9897024 -34.9258527, -57.9892488 -34.9266417)",,
201610203,201610206,0,287312670,True,3,055-10,Boulevard 82,primary,60,138.326,"LINESTRING (-57.9892488 -34.9266417, -57.9888379 -34.9272229, -57.9883832 -34.927657)",,
201610203,253719030,0,552158360,False,,,Calle 36,residential,40,32.330999999999996,"LINESTRING (-57.9892488 -34.9266417, -57.9892529 -34.9266875, -57.9892563 -34.9267083, -57.9892613 -34.926734, -57.9892774 -34.9267624, -57.9892968 -34.9267866, -57.9893239 -34.9268067, -57.9893644 -34.9268198, -57.9894066 -34.9268205, -57.9894519 -34.9268172)",,
201610206,253100209,0,20632770,True,3,055-10,Avenida 31,primary,60,43.154,"LINESTRING (-57.9883832 -34.927657, -57.9880156 -34.9279015)",,
201610892,253099518,0,552160943,False,,,Calle 27,residential,40,30.374,"LINESTRING (-57.9897495 -34.9190906, -57.9899955 -34.9189064)",,
201610892,201610893,0,287312673,True,3,055-10,Boulevard 82,primary,60,96.279,"LINESTRING (-57.9897495 -34.9190906, -57.9897803 -34.9191657, -57.9900828 -34.9199122)",,
201610893,253099515,0,287312554,True,2,,Avenida 32,tertiary,60,52.087,"LINESTRING (-57.9900828 -34.9199122, -57.9904699 -34.9202567)",,
201610893,201610894,0,287312673,True,3,055-10,Boulevard 82,primary,60,60.378,"LINESTRING (-57.9900828 -34.9199122, -57.9902438 -34.9204389)",,
201610894,253099508,0,287312673,True,3,055-10,Boulevard 82,primary,60,144.794,"LINESTRING (-57.9902438 -34.9204389, -57.9904559 -34.9217294)",,
201610895,6137494422,0,23426602,True,,,Calle 33,residential,40,101.491,"LINESTRING (-57.9905191 -34.9222149, -57.9912821 -34.9228795)",,
201610895,2760842500,0,287312673,True,3,055-10,Boulevard 82,primary,60,71.795,"LINESTRING (-57.9905191 -34.9222149, -57.9905283 -34.9227491, -57.9905285 -34.92276, -57.9905265 -34.9228605)",,
201614748,201614749,0,312453548,True,3,055-10,Boulevard 81,primary,60,143.182,"LINESTRING (-57.9475667 -34.9488058, -57.9481199 -34.9491215, -57.9486825 -34.949424, -57.9487673 -34.9494713, -57.9488729 -34.9495205)",,
201614749,201614752,0,283603042,True,3,055-10,Boulevard 81,primary,60,150.628,"LINESTRING (-57.9488729 -34.9495205, -57.9489587 -34.9495542, -57.9503902 -34.9500573)",,
201614752,253617590,0,23376141,True,,,Calle 28,residential,40,36.939,"LINESTRING (-57.9503902 -34.9500573, -57.9506905 -34.9498342)",,
201614752,251033649,0,283603041,True,3,055-10,Boulevard 81,primary,60,69.295,"LINESTRING (-57.9503902 -34.9500573, -57.9507297 -34.950146, -57.9511214 -34.950227)",,
201614753,251033654,0,283603040,True,2,055-10,Boulevard 81,primary,60,47.758,"LINESTRING (-57.9528644 -34.9504326, -57.9533884 -34.9504321)",,
201614753,2684074864,0,283603073,True,2,,Diagonal 74,secondary,60,65.713,"LINESTRING (-57.9528644 -34.9504326, -57.9528423 -34.9507649, -57.9528252 -34.9510227)",,
201614756,253617516,0,23376146,True,,,Calle 30,residential,40,55.228,"LINESTRING (-57.9545273 -34.9503539, -57.9549759 -34.95002)",,
201614756,201614758,0,271826398,True,3,055-10,Boulevard 81,primary,60,66.387,"LINESTRING (-57.9545273 -34.9503539, -57.9552508 -34.9502848)",,
201614758,253617516,0,23195813,True,,,Calle 69,residential,40,38.662,"LINESTRING (-57.9552508 -34.9502848, -57.9549759 -34.95002)",,
201614758,201614759,0,271826398,True,3,055-10,Boulevard 81,primary,60,149.968,"LINESTRING (-57.9552508 -34.9502848, -57.956026 -34.950136, -57.9566352 -34.9499795, -57.9568329 -34.9499194)",,
201614759,251033646,0,271826398,True,3,055-10,Boulevard 81,primary,60,144.926,"LINESTRING (-57.9568329 -34.9499194, -57.9568591 -34.9499067, -57.9582017 -34.9492561)",,
201648505,247703669,0,23208771,False,2,RP13,Camino Rivadavia,secondary,,140.52300000000002,"LINESTRING (-57.9534794 -34.8875541, -57.9537127 -34.8876971, -57.9546194 -34.8882225, -57.9547364 -34.8882845)",,
201648505,201648507,0,264543712,False,4,RP11,Avenida 122,primary,60,200.882,"LINESTRING (-57.9534794 -34.8875541, -57.9533589 -34.8876438, -57.9518486 -34.8887683)",,
201648507,201648509,0,264543712,False,4,RP11,Avenida 122,primary,60,108.116,"LINESTRING (-57.9518486 -34.8887683, -57.9509709 -34.8894218)",,
201648507,201648505,0,264543712,False,4,RP11,Avenida 122,primary,60,200.882,"LINESTRING (-57.9518486 -34.8887683, -57.9533589 -34.8876438, -57.9534794 -34.8875541)",,
201648509,201648507,0,264543712,False,4,RP11,Avenida 122,primary,60,108.116,"LINESTRING (-57.9509709 -34.8894218, -57.9518486 -34.8887683)",,
201648509,201648510,0,264543712,False,4,RP11,Avenida 122,primary,60,30.820999999999998,"LINESTRING (-57.9509709 -34.8894218, -57.9508843 -34.8894863, -57.9508446 -34.8895158, -57.9507207 -34.8896081)",,
201648510,251045774,0,23208775,True,,,Calle 35,residential,40,134.697,"LINESTRING (-57.9507207 -34.8896081, -57.9517066 -34.89051)",,
201648510,201670422,0,264543712,False,4,RP11,Avenida 122,primary,60,80.804,"LINESTRING (-57.9507207 -34.8896081, -57.9500647 -34.8900965)",,
201648510,201648509,0,264543712,False,4,RP11,Avenida 122,primary,60,30.821,"LINESTRING (-57.9507207 -34.8896081, -57.9508446 -34.8895158, -57.9508843 -34.8894863, -57.9509709 -34.8894218)",,
201653031,250933084,0,19391184,False,,,Calle 120,residential,40,77.317,"LINESTRING (-57.9168147 -34.9189661, -57.9161928 -34.9194388)",,
201653031,201653391,0,19391184,False,,,Calle 120,residential,40,135.115,"LINESTRING (-57.9168147 -34.9189661, -57.917901 -34.9181396)",,
201653031,250933123,0,23200903,True,,,Calle 71,residential,40,70.991,"LINESTRING (-57.9168147 -34.9189661, -57.9162896 -34.9184947)",,
201653389,250933121,0,287522391,True,,,Calle 69,residential,40,65.667,"LINESTRING (-57.9190194 -34.9172889, -57.9185393 -34.9168487)",,
201653389,201653391,0,19391184,False,,,Calle 120,residential,40,139.092,"LINESTRING (-57.9190194 -34.9172889, -57.9188058 -34.9174514, -57.9184773 -34.9177013, -57.917901 -34.9181396)",,
201653391,201653031,0,19391184,False,,,Calle 120,residential,40,135.115,"LINESTRING (-57.917901 -34.9181396, -57.9168147 -34.9189661)",,
201653391,201653389,0,19391184,False,,,Calle 120,residential,40,139.092,"LINESTRING (-57.917901 -34.9181396, -57.9184773 -34.9177013, -57.9188058 -34.9174514, -57.9190194 -34.9172889)",,
201653391,250933130,0,23200902,True,,,Calle 70,residential,40,119.357,"LINESTRING (-57.917901 -34.9181396, -57.9186853 -34.9188307, -57.9188397 -34.9188041)",,
201670422,201648510,0,264543712,False,4,RP11,Avenida 122,primary,60,80.804,"LINESTRING (-57.9500647 -34.8900965, -57.9507207 -34.8896081)",,
201670422,201670423,0,264543712,False,4,RP11,Avenida 122,primary,60,56.253,"LINESTRING (-57.9500647 -34.8900965, -57.9500147 -34.8901338, -57.949733 -34.8903435, -57.949608 -34.8904365)",,
201670423,201670424,0,264543712,False,4,RP11,Avenida 122,primary,60,52.653,"LINESTRING (-57.949608 -34.8904365, -57.9491806 -34.8907548)",,
201670423,201670422,0,264543712,False,4,RP11,Avenida 122,primary,60,56.253,"LINESTRING (-57.949608 -34.8904365, -57.949733 -34.8903435, -57.9500147 -34.8901338, -57.9500647 -34.8900965)",,
201670424,201670423,0,264543712,False,4,RP11,Avenida 122,primary,60,52.653,"LINESTRING (-57.9491806 -34.8907548, -57.949608 -34.8904365)",,
201670424,251045777,0,264543712,False,4,RP11,Avenida 122,primary,60,83.67600000000002,"LINESTRING (-57.9491806 -34.8907548, -57.9491202 -34.8907998, -57.9485765 -34.8912046, -57.9485012 -34.8912605)",,
201670425,251045777,0,264543712,False,4,RP11,Avenida 122,primary,60,23.795,"LINESTRING (-57.9483081 -34.8914044, -57.9485012 -34.8912605)",,
201670425,201670426,0,264543712,False,4,RP11,Avenida 122,primary,60,121.981,"LINESTRING (-57.9483081 -34.8914044, -57.9474436 -34.8920481, -57.9473178 -34.8921417)",,
201670426,201670428,0,271454284,False,4,RP11,Avenida 122,primary,60,141.12,"LINESTRING (-57.9473178 -34.8921417, -57.9461849 -34.8930061)",,
201670426,201670425,0,264543712,False,4,RP11,Avenida 122,primary,60,121.981,"LINESTRING (-57.9473178 -34.8921417, -57.9474436 -34.8920481, -57.9483081 -34.8914044)",,
201670426,2760841980,0,271123727,True,1,,Avenida 38,secondary,,132.928,"LINESTRING (-57.9473178 -34.8921417, -57.9475136 -34.8922348, -57.9482593 -34.8928871, -57.9483507 -34.8929751)",,
201670428,201670430,0,271454284,False,4,RP11,Avenida 122,primary,60,141.127,"LINESTRING (-57.9461849 -34.8930061, -57.9450335 -34.893854)",,
201670428,201670426,0,271454284,False,4,RP11,Avenida 122,primary,60,141.12,"LINESTRING (-57.9461849 -34.8930061, -57.9473178 -34.8921417)",,
201670430,201670428,0,271454284,False,4,RP11,Avenida 122,primary,60,141.127,"LINESTRING (-57.9450335 -34.893854, -57.9461849 -34.8930061)",,
201670430,253718702,0,292215319,True,,,Calle 40,residential,40,139.686,"LINESTRING (-57.9450335 -34.893854, -57.9460527 -34.8947917)",,
201670430,201670432,0,308311781,False,4,RP11,Avenida 122,primary,60,103.385,"LINESTRING (-57.9450335 -34.893854, -57.9441868 -34.8944722)",,
201670432,201670433,0,308311781,False,4,RP11,Avenida 122,primary,60,109.552,"LINESTRING (-57.9441868 -34.8944722, -57.9432994 -34.8951362)",,
201670432,201670430,0,308311781,False,4,RP11,Avenida 122,primary,60,103.385,"LINESTRING (-57.9441868 -34.8944722, -57.9450335 -34.893854)",,
201670433,201670432,0,308311781,False,4,RP11,Avenida 122,primary,60,109.552,"LINESTRING (-57.9432994 -34.8951362, -57.9441868 -34.8944722)",,
201670433,251045731,0,551971822,False,,,Calle 42,residential,40,148.799,"LINESTRING (-57.9432994 -34.8951362, -57.9443673 -34.8961479)",,
201670433,201670434,0,551971823,False,4,RP11,Avenida 122,primary,60,68.609,"LINESTRING (-57.9432994 -34.8951362, -57.9427507 -34.8955583)",,
201670434,201670436,0,551971823,False,4,RP11,Avenida 122,primary,60,136.21,"LINESTRING (-57.9427507 -34.8955583, -57.9416457 -34.8963824)",,
201670434,201670433,0,551971823,False,4,RP11,Avenida 122,primary,60,68.609,"LINESTRING (-57.9427507 -34.8955583, -57.9432994 -34.8951362)",,
201670436,1669399435,0,154392653,False,,,Calle 43,residential,,130.837,"LINESTRING (-57.9416457 -34.8963824, -57.9426039 -34.8972581)",,
201670436,3089852686,0,551971823,False,4,RP11,Avenida 122,primary,60,64.38,"LINESTRING (-57.9416457 -34.8963824, -57.9411088 -34.8967583)",,
201670436,201670434,0,551971823,False,4,RP11,Avenida 122,primary,60,136.21,"LINESTRING (-57.9416457 -34.8963824, -57.9427507 -34.8955583)",,
201670439,201670442,0,551359116,False,4,RP11,Avenida 122,primary,60,72.457,"LINESTRING (-57.9405118 -34.8972, -57.9399182 -34.8976331)",,
201670439,1669399422,0,551359120,False,,,Avenida 44,residential,,151.524,"LINESTRING (-57.9405118 -34.8972, -57.9415858 -34.8982397)",,
201670439,3089852686,0,551971823,False,4,RP11,Avenida 122,primary,60,73.326,"LINESTRING (-57.9405118 -34.8972, -57.9411088 -34.8967583)",,
201670442,1669399416,0,344031662,False,,,Calle 45,residential,,140.75,"LINESTRING (-57.9399182 -34.8976331, -57.940953 -34.8985722)",,
201670442,201670445,0,551359116,False,4,RP11,Avenida 122,primary,60,94.01,"LINESTRING (-57.9399182 -34.8976331, -57.939158 -34.8982041)",,
201670442,201670439,0,551359116,False,4,RP11,Avenida 122,primary,60,72.457,"LINESTRING (-57.9399182 -34.8976331, -57.9405118 -34.8972)",,
201670445,201670442,0,551359116,False,4,RP11,Avenida 122,primary,60,94.01,"LINESTRING (-57.939158 -34.8982041, -57.9399182 -34.8976331)",,
201670445,1973823170,0,551971824,False,,,Calle 46,residential,,60.739,"LINESTRING (-57.939158 -34.8982041, -57.9395978 -34.8986143)",,
201670445,201670448,0,551971825,False,4,RP11,Avenida 122,primary,60,138.273,"LINESTRING (-57.939158 -34.8982041, -57.9380397 -34.8990438)",,
201670448,201670445,0,551971825,False,4,RP11,Avenida 122,primary,60,138.273,"LINESTRING (-57.9380397 -34.8990438, -57.939158 -34.8982041)",,
201670448,1973823170,0,"[154252388, 186640103]",False,2,,"['Calle 47', 'Calle 121']",residential,,199.231,"LINESTRING (-57.9380397 -34.8990438, -57.9384619 -34.8994545, -57.9395978 -34.8986143)",,
201670448,1668145900,0,551971825,False,4,RP11,Avenida 122,primary,60,118.983,"LINESTRING (-57.9380397 -34.8990438, -57.9375765 -34.899394, -57.9370708 -34.8997603)",,
201670451,1839947568,0,285554516,False,4,RP11,Avenida 122,primary,60,69.508,"LINESTRING (-57.9369726 -34.8998384, -57.936406 -34.9002565)",,
201670451,1668145900,0,551971825,False,4,RP11,Avenida 122,primary,60,12.475,"LINESTRING (-57.9369726 -34.8998384, -57.9370708 -34.8997603)",,
201670455,1669399412,0,152626978,False,2,,Calle 49,residential,,72.747,"LINESTRING (-57.9360633 -34.9005016, -57.9366044 -34.9009823)",,
201670455,201670456,0,285554516,False,4,RP11,Avenida 122,primary,60,118.112,"LINESTRING (-57.9360633 -34.9005016, -57.9351103 -34.9012209)",,
201670455,1839947568,0,285554516,False,4,RP11,Avenida 122,primary,60,41.467,"LINESTRING (-57.9360633 -34.9005016, -57.936406 -34.9002565)",,
201670456,1669399425,0,283708177,False,4,RP11,Avenida 122,primary,60,88.715,"LINESTRING (-57.9351103 -34.9012209, -57.9343924 -34.9017593)",,
201670456,201670455,0,285554516,False,4,RP11,Avenida 122,primary,60,118.112,"LINESTRING (-57.9351103 -34.9012209, -57.9360633 -34.9005016)",,
201670456,614237328,0,154251376,False,2,,Calle 50,unclassified,,325.50600000000003,"LINESTRING (-57.9351103 -34.9012209, -57.9352178 -34.9013549, -57.9352636 -34.9015465, -57.9352791 -34.9017609, -57.935341 -34.9018834, -57.9355269 -34.9021953, -57.9356097 -34.9022699, -57.9364994 -34.9025143, -57.9369436 -34.9026632, -57.9369934 -34.9027288, -57.9370034 -34.9028493, -57.9370047 -34.9028965, -57.9370022 -34.9029521, -57.9369972 -34.903063, -57.9369964 -34.9031103, -57.9369895 -34.9032642)",,
201670465,3172822390,0,154252382,False,4,RP11,Avenida 122,primary,60,132.11,"LINESTRING (-57.9320063 -34.903539, -57.9330919 -34.9027523)",,
201670465,201670467,0,285824545,False,4,RP11,Avenida 122,primary,60,390.9,"LINESTRING (-57.9320063 -34.903539, -57.9288702 -34.9058643, -57.9288266 -34.9058966)",,
201670467,250913838,0,179988897,False,4,RP11,Avenida 122,primary,60,159.921,"LINESTRING (-57.9288266 -34.9058966, -57.9275256 -34.906861)",,
201670467,201670465,0,285824545,False,4,RP11,Avenida 122,primary,60,390.9,"LINESTRING (-57.9288266 -34.9058966, -57.9288702 -34.9058643, -57.9320063 -34.903539)",,
